comment_text,sentiment,emotion
Worst experience with this Dell mobile very disappointed,Negative,anger
"i just can't believe people still downplay the performance on these airs. i've got an m2 (waiting on m4 15 to be delivered next week) and it has handled anything i have thrown at it in terms of blender, final cut, ableton, premier pro..etc. to say these laptops are good for ""general computing purposes"" is crazy work. there truly is almost no reason to get the pro. can you game? not likely unless you are talking very small ones. anything else? these melt faces. whoever says they are for ""general purpose computing"" has lost the plot.",Positive,joy
i moved from windows after life time on it last november to the macbook m4 pro 16 inch and absolutely love it. i. long term use la problem varuma nu bayam,Positive,love
Not sure if this Sony mobile will last long camera performance sema build quality konjam improve panna nalla irukum konjam disappointed battery backup romba nalla iruku,Negative,fear
I absolutely love this OnePlus mobile design konjam disappointed not satisfied with this device romba happy with this,Positive,love
bro note 13 pro plus use panran upgrade panalama veyndama 😅 two years ah use panra. ippa varaikkum. no issues,Negative,anger
Highly satisfied and love using this OnePlus mobile,Positive,love
Totally in love with this HP laptop display long term use la problem varuma nu bayam,Positive,love
Sound quality of this Sony mobile is not good,Negative,sad
"what about overheating and throttling issues, due to the a narrow case and without fan?",Negative,anger
"the value prop depends on how you spec it. the higher you go up, the more sense the pro makes. for example, if you want a unit with 32gb of ram and a 1tb ssd, there is only a $200 usd difference. that is more than justified by the pro's several hours of additional battery life, superior display, expanded port selection, and better speakers. that's before you even get into the performance deltas between the two socs. and the pro has active cooling if needed, while the air will just throttle. the 15"" air and the 14"" pro also weight very similarly-- 1.51 kg versus 1.55 kg.",Positive,joy
Totally in love with this Apple TV display,Positive,love
can anyone please sponsor me macbook air m4 24gb ram and 256gb ssd please 😢 i don't have budget and i am learning to be devops engineer so. please support me. i'll be forever greatful 🙏🙏,Positive,joy
Battery drains fast in this Redmi mobile waste of money,Negative,anger
Display clarity of this Sony laptop is fantastic,Positive,joy
Highly satisfied and love using this Apple laptop design super ah iruku,Positive,love
Build quality feels cheap in this Sony mobile,Negative,sad
still rocking my m1 max 32 core 64gb 1tb. silky smooth,Positive,joy
Scared about overheating problem in this Sony TV seriously impressed,Negative,fear
Scared about overheating problem in this Lenovo TV design super ah iruku not satisfied with this device,Negative,fear
Battery backup in this LG TV is excellent,Positive,joy
i buy yesterday i so happy,Neutral,joy
Sound quality of this HP laptop is not good design super ah iruku,Negative,sad
a few years ago i asked you how much you get paid to repeat how fast the fastest laptop ever made is. looks like apple still pays you well for this. do you think people are fools like you?,Positive,joy
Concerned about durability of this Sony mobile long term use la problem varuma nu bayam,Negative,fear
This Apple laptop performance is terrible,Negative,anger
"itha pakamalae irrundhurkalam anna display old, camera cheating, single speaker keliyudhu, processor iyoo..nu irrkku. ya na ippadi long term use la problem varuma nu bayam",Negative,anger
Expected more from this HP laptop but disappointed not satisfied with this device,Negative,sad
Build quality feels cheap in this OnePlus laptop,Negative,sad
Sound quality of this Samsung TV is not good,Negative,sad
Love the premium feel of this OnePlus laptop,Positive,love
Risky purchase decision choosing this Apple laptop build quality konjam improve panna nalla irukum build quality konjam improve panna nalla irukum konjam disappointed romba happy with this,Negative,fear
Concerned about durability of this Sony laptop,Negative,fear
"great review. i'm glad i didn't go for the pro m4 and went for the air m4, runs like a beast and while i thought i'd be using local llms and maybe that called for a pro upgrade, air still runs 4bit and 8bit sub 20b parameters perfectly fine albeit somewhat slow. most of the time i'm on claude desktop/code or chatgpt anyways. code compilation is superbly fast already. so yeah, good specs for the m5 pro but an air m4 is just a no brainer from a cost to performance ratio.",Positive,joy
i bought samsung m35 seeing your review. phone is excellent seriously impressed,Positive,joy
Expected more from this LG laptop but disappointed,Negative,sad
Display clarity of this Redmi TV is fantastic,Positive,joy
Battery drains fast in this HP laptop waste of money,Negative,anger
Risky purchase decision choosing this Lenovo laptop totally worth the price,Negative,fear
Sound quality of this Redmi TV is not good,Negative,sad
Concerned about durability of this Apple laptop not satisfied with this device long term use la problem varuma nu bayam,Negative,fear
I absolutely love this Samsung TV design,Positive,love
This Samsung mobile performance is terrible konjam disappointed seriously impressed,Negative,anger
Expected more from this Dell mobile but disappointed camera performance sema,Negative,sad
I feel sad about the camera performance of this OnePlus TV,Negative,sad
I am worried about long term performance of this Lenovo laptop,Negative,fear
Not sure if this LG laptop will last long long term use la problem varuma nu bayam design super ah iruku,Negative,fear
Risky purchase decision choosing this Samsung laptop camera performance sema totally worth the price,Negative,fear
the worst mobile of the year 😂,Negative,anger
Highly satisfied and love using this Samsung laptop romba happy with this,Positive,love
Risky purchase decision choosing this Sony mobile long term use la problem varuma nu bayam,Negative,fear
Totally in love with this OnePlus mobile display seriously impressed totally worth the price,Positive,love
I am really happy with this Dell TV camera quality,Positive,joy
Build quality feels cheap in this Samsung laptop seriously impressed,Negative,sad
Highly satisfied and love using this Lenovo laptop long term use la problem varuma nu bayam totally worth the price,Positive,love
Expected more from this Redmi TV but disappointed,Negative,sad
Not sure if this Redmi laptop will last long camera performance sema battery backup romba nalla iruku,Negative,fear
I am worried about long term performance of this Redmi mobile long term use la problem varuma nu bayam seriously impressed romba happy with this,Negative,fear
Display clarity of this HP mobile is fantastic,Positive,joy
